Municipio,Codigo DANE,Establecimiento Educativo,Sede Educativa,Zona,Poblacion,Region
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,ESCUELA RURAL MIXTA EL PORVENIR-PESCADOR,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO LA AGUADA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE LAS DELICIAS CALDONO,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO VILLA HERMOSA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO SAN JOSE DE LOS MONOS,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE RURAL MIXTO PALESTINA,RURAL,INDÍGENA,NORTE
CALDONO,119137000293,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,CENTRO DOCENTE EL AZUL,RURAL,INDÍGENA,NORTE
CALDONO,219137000034,C.E. EL PITAL,EL ROSAL,RURAL,MAYORITARIA,NORTE
CALDONO,219137000051,C.E. EL CABUYAL, EL CABUYAL (sede principal),RURAL,MAYORITARIA,NORTE
CALDONO,219137000051,C.E. EL CABUYAL,PUENTE REAL,RURAL,MAYORITARIA,NORTE
CALDONO,219137000077,C.E. CAMPO ALEGRE, CAMPO ALEGRE (sede principal),RURAL,MAYORITARIA,NORTE
CALDONO,219137000077,C.E. CAMPO ALEGRE,LA BUITRERA,RURAL,MAYORITARIA,NORTE
CALDONO,219137000352,C.E. LA LAGUNA,LOS QUINGOS,RURAL,MAYORITARIA,NORTE
CALDONO,219137000751,I.E. GUILLERMO LEON VALENCIA,PALERMO,RURAL,MAYORITARIA,NORTE
CALDONO,219137000883,I.E. LOS COMUNEROS,NINAS DE SIBERIA,RURAL,MAYORITARIA,NORTE
CALDONO,219137000883,I.E. LOS COMUNEROS,LAS VENTANAS,RURAL,MAYORITARIA,NORTE
CALOTO,119142000471,I.E. ESCIPION JARAMILLO,SAN NICOLAS,RURAL,AFRO,NORTE
CALOTO,219142000026,I.E. AGRO EMPRESARIAL HUASANO ANTES (INST EDUC HUASANO),EL PEDREGAL,RURAL,MAYORITARIA,NORTE
CALOTO,219142000026,I.E. AGRO EMPRESARIAL HUASANO ANTES (INST EDUC HUASANO),EL PLACER,RURAL,MAYORITARIA,NORTE
CALOTO,219142000077,I.E.A. ETNOEDUCATIVA EL CREO ANTES (C.E.R.M. EL CREDO),CENTRO DOCENTE RURAL MIXTO EL PAJARITO,RURAL,INDÍGENA,NORTE
CALOTO,219142000310,I.E.R. INTEGRADA QUINTERO, QUINTERO (sede principal),RURAL,AFRO,NORTE
CALOTO,219142000336,I.E. COMERCIAL EL PALO,ALTO DEL PALO,RURAL,AFRO,NORTE
CALOTO,219142000506,I.E. TEC AGROPECUARIA  LA HUELLA,ESCUELA RURAL BODEGA ALTA,RURAL,INDÍGENA,NORTE
CORINTO,119212000032,I.E. NUCLEO TÉCNICO AGROPECUARIO,SAN RAFAEL,RURAL,MAYORITARIA,NORTE
CORINTO,119212000032,I.E. NUCLEO TÉCNICO AGROPECUARIO,LA MARIA,RURAL,AFRO,NORTE
CORINTO,119212000059,INSTITUCION EDUCATIVA JOSE MARIA OBANDO,EL JAGUAL,RURAL,MAYORITARIA,NORTE
CORINTO,219212000185,INSTITUCION EDUCATIVA LAS GUACAS,LA COMINERA,RURAL,MAYORITARIA,NORTE
CORINTO,219212000185,INSTITUCION EDUCATIVA LAS GUACAS,SAN LUIS ARRIBA,RURAL,MAYORITARIA,NORTE
CORINTO,219212000185,INSTITUCION EDUCATIVA LAS GUACAS,EL DESCANSO,RURAL,MAYORITARIA,NORTE
CORINTO,219212000266,CENTRO EDUCATIVO EL BARRANCO,LAS COSECHAS,RURAL,AFRO,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,ESCUELA RURAL MIXTA LA CAPILLA,RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,ESCUELA RURAL MIXTA LOS ANDES,RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,ESCUELA RURAL MIXTA BUENAVISTA,RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,COLEGIO RURAL AGROPECUARIO CARRIZALES (E.R.M. CARRIZALES),RURAL,INDÍGENA,NORTE
CORINTO,219212000339,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,CENTRO DOCENTE RURAL MIXTO SANTA ELENA,RURAL,INDÍGENA,NORTE
CORINTO,219212000690,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,CENTRO DOCENTE RURAL MIXTO LUIS ROSENDO LOPEZ,RURAL,INDÍGENA,NORTE
CORINTO,219212000690,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,CENTRO DOCENTE RURAL MIXTO SAN PEDRO,RURAL,INDÍGENA,NORTE
CORINTO,219212000690,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,ESCUELA RURAL MIXTA LAS CRUCES,RURAL,INDÍGENA,NORTE
EL TAMBO,119256000587,I.E. LIBORIO MEJIA,LA LAGUNA,RURAL,MAYORITARIA,CENTRO
EL TAMBO,119256000587,I.E. LIBORIO MEJIA,GUAZABARITA,RURAL,MAYORITARIA,CENTRO
EL TAMBO,119256000587,I.E. LIBORIO MEJIA,LA CUCHILLA,RURAL,MAYORITARIA,CENTRO
EL TAMBO,119256000587,I.E. LIBORIO MEJIA,EL CRUCERO,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000123,I.E. PUEBLO NUEVO CIPRÉS, PUEBLO NUEVO CIPRÉS (sede principal),RURAL,AFRO,CENTRO
EL TAMBO,219256000158,I.E. EL PLACER (ANTES C.E. EL PLACER), EL PLACER (sede principal),RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000182,C.E. EL ZARZAL,EL HIGUERON,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000191,I.E. CUATRO ESQUINAS,LA AGUADITA,RURAL,AFRO,CENTRO
EL TAMBO,219256000191,I.E. CUATRO ESQUINAS,EL PORVENIR,RURAL,AFRO,CENTRO
EL TAMBO,219256000191,I.E. CUATRO ESQUINAS,YUMBITO,RURAL,AFRO,CENTRO
EL TAMBO,219256000191,I.E. CUATRO ESQUINAS,VERANERAS CACHIMBO,RURAL,AFRO,CENTRO
EL TAMBO,219256000271,I.E. SEGUENGUE,SEGUENGUE (SEDE PRINCIPAL),RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000271,I.E. SEGUENGUE,CAUCA,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000484,C.E. EL RAMAL,SABANETAS,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000484,C.E. EL RAMAL,ORTEGA LLANOS,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000646,C.E. RIO SUCIO, RIOSUCIO (sede principal),RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000697,I.E. PIAGUA,PUERTO RICO,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000697,I.E. PIAGUA,MUYUNGA,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000719,C.E. PANDIGUANDO, LOS ANGELES,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000719,C.E. PANDIGUANDO,LISBOA DAJUANDO,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256000719,C.E. PANDIGUANDO,PIEDRA SANTA,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256001138,C.E. LA CHICUENA,LIMONCITO,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256001481,C.E. PALMICHAL,TAMBORAL,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256001481,C.E. PALMICHAL, RIO HONDO ,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256001481,C.E. PALMICHAL,PASOMALO,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256001481,C.E. PALMICHAL,EL CASCAJAL,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256002100,C.E. CERRITO,SAN PEDRO,RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256002100,C.E. CERRITO, CERRITO (sede principal),RURAL,MAYORITARIA,CENTRO
EL TAMBO,219256003700,I.E. AGROECOLOGICO DE SEVILLA, SEVILLA (sede principal),RURAL,MAYORITARIA,CENTRO
EL TAMBO,419256000599,I.E. FUNDACION PARA LA EDUCACION AGROPECUARIA JOSE MARIA OBANDO,LOMA DE ASTUDILLO,RURAL,MAYORITARIA,CENTRO
FLORENCIA,219450000088,C.E. MARSELLA, MARSELLA (sede principal),RURAL,MAYORITARIA,SUR
FLORENCIA,219450000568,I.E. EL ROSARIO, EL ROSARIO (sede principal),RURAL,MAYORITARIA,SUR
GUACHENE,219142000131,I.E. LA CABAÑA,LAS VERANERAS,RURAL,AFRO,NORTE
GUACHENE,219142000239,I.E. ECOLOGICA VEREDAS UNIDAS BARRAGÁN,LA CAPONERA,RURAL,AFRO,NORTE
GUAPI,219318000435,I.E. CHUARE NAPI,NUEVA SAN ANTONIO NAPI,RURAL,AFRO,PACIFICO
GUAPI,219318000443,I.E. SAN AGUSTIN DEL NAPI,CALLE LARGA,RURAL,AFRO,PACIFICO
GUAPI,219318000851,C.E. EL FIRME,BELLAVISTA CHANZARA,RURAL,AFRO,PACIFICO
GUAPI,219318001938,I.E. FRAY LUIS AMIGO, FRAY LUIS AMIGO (SEDE PRINCIPAL),RURAL,AFRO,PACIFICO
INZA,219355000119,CENTRO EDUCATIVO LA PALMERA, LA PALMERA (sede principal),RURAL,MAYORITARIA,ORIENTE
INZA,219355000119,CENTRO EDUCATIVO LA PALMERA,BELEN,RURAL,MAYORITARIA,ORIENTE
INZA,219355000283,INST EDUC JIISA FXIW (ANTES CENT EDUC JIISA FXIW RESGUARDO INDIG DE YAQUIVA),ESCUELA RURAL MIXTA LOS NARANJOS DEL CABUYO,RURAL,INDÍGENA,ORIENTE
INZA,219355000283,INST EDUC JIISA FXIW (ANTES CENT EDUC JIISA FXIW RESGUARDO INDIG DE YAQUIVA),ESCUELA RURAL MIXTA YAQUIVA,RURAL,INDÍGENA,ORIENTE
INZA,219355000372,INSTITUCION EDUCATIVA SANTA TERESITA DEL NIÑO JESUS,SAN MIGUEL,RURAL,MAYORITARIA,ORIENTE
INZA,219355000372,INSTITUCION EDUCATIVA SANTA TERESITA DEL NIÑO JESUS,YARUMAL,RURAL,MAYORITARIA,ORIENTE
INZA,219355000372,INSTITUCION EDUCATIVA SANTA TERESITA DEL NIÑO JESUS,SAN MARTIN,RURAL,MAYORITARIA,ORIENTE
INZA,219355000411,I.E. SAN ISIDRO, SAN ISIDRO (sede principal),RURAL,MAYORITARIA,ORIENTE
INZA,219355000704,INSTITUCION EDUCATIVA SAN ANTONIO,SAN ANTONIO (sede principal),RURAL,MAYORITARIA,ORIENTE
INZA,219355001131,I.E. AGROAMBIENTAL A´KWE ÜUS YAT,ESCUELA RURAL MIXTA  BELENCITO,RURAL,INDÍGENA,ORIENTE
INZA,219355001131,I.E. AGROAMBIENTAL A´KWE ÜUS YAT,ESCUELA RURAL MIXTA EL CARMEN,RURAL,INDÍGENA,ORIENTE
INZA,219355001158,INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR,PUERTO RICO,RURAL,MAYORITARIA,ORIENTE
INZA,219355001158,INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR,BELLAVISTA,RURAL,MAYORITARIA,ORIENTE
INZA,219355001158,INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR,AGUA BLANCA,RURAL,MAYORITARIA,ORIENTE
INZA,219355001166,INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA,EL RINCON,RURAL,MAYORITARIA,ORIENTE
INZA,219355001166,INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA, TURMINA,RURAL,MAYORITARIA,ORIENTE
INZA,219355001166,INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA,GUETACO,RURAL,MAYORITARIA,ORIENTE
INZA,219355001166,INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA, NUESTRA SENORA DE LA CANDELARIA (sede principal),RURAL,MAYORITARIA,ORIENTE
INZA,219355001191,I.E. MICROEMPRESARIAL AGROPECUARIO SAN ANDRÉS,SEGOVIA,RURAL,MAYORITARIA,ORIENTE
INZA,319355000857,INST EDUC INZA ANTES (INSTITUCION EDUCATIVA RURAL MIXTA INZA),RIO NEGRO,RURAL,MAYORITARIA,ORIENTE
INZA,319355000857,INST EDUC INZA ANTES (INSTITUCION EDUCATIVA RURAL MIXTA INZA), EL CARMEN DE VIBORA,RURAL,MAYORITARIA,ORIENTE
INZA,319355000857,INST EDUC INZA ANTES (INSTITUCION EDUCATIVA RURAL MIXTA INZA),LA LAGUNITA,RURAL,MAYORITARIA,ORIENTE
INZA,419355000207,INST EDUC TUMBICHUCUE (ANTES CENT EDUC TUMBICHUCUE),ESCUELA RURAL MIXTA TUMBICHUCUE,RURAL,INDÍGENA,ORIENTE
INZA,419355000479,I.E. TÉCNICO EMPRESARIAL DE SAN JOSÉ,EL PALMICHAL,RURAL,MAYORITARIA,ORIENTE
INZA,419355000479,I.E. TÉCNICO EMPRESARIAL DE SAN JOSÉ,SAN RAFAEL,RURAL,MAYORITARIA,ORIENTE
INZA,419355000479,I.E. TÉCNICO EMPRESARIAL DE SAN JOSÉ, SAN JOSÉ (sede principal),RURAL,MAYORITARIA,ORIENTE
INZA,419355000649,I.E. AGROPECUARIA KPI SX ZUN CALDERAS,I.E. AGROPECUARIA KPI SX ZUN CALDERAS - CALDERAS - SEDE PRINCIPAL,RURAL,INDÍGENA,ORIENTE
JAMBALO,119364000267,I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO,ESCUELA RURAL MIXTA SOLAPA,RURAL,INDÍGENA,NORTE
JAMBALO,119364000267,I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO,CENTRO DOCENTE ESCUELA LA ODISEA,RURAL,INDÍGENA,NORTE
JAMBALO,119364000267,I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO,CENTRO DOCENTE RURAL MIXTO LOMA LARGA,RURAL,INDÍGENA,NORTE
JAMBALO,119364000267,I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO,CENTRO DOCENTE RURAL MIXTO SAN ANTONIO,RURAL,INDÍGENA,NORTE
JAMBALO,119364000267,I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO,ESCUELA RURAL MIXTA LOMA GORDA,RURAL,INDÍGENA,NORTE
JAMBALO,219364000105,C.E. AGROCULTURAL PARA EL DESARROLLO TERRITORIAL CEACDT ÙUS KI`PNI KIWE ,CENTRO DOCENTE RURAL MIXTO PALETON,RURAL,INDÍGENA,NORTE
JAMBALO,219364000440,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,CENTRO DOCENTE RURAL VALLES HONDOS,RURAL,INDÍGENA,NORTE
JAMBALO,219364000440,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,ESCUELA RURAL MIXTA LOMA REDONDA,RURAL,INDÍGENA,NORTE
JAMBALO,219364000440,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,CENTRO DOCENTE RURAL MIXTO LOMA GRUESA,RURAL,INDÍGENA,NORTE
JAMBALO,219364000440,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,CENTRO DOCENTE RURAL MIXTO EL VOLADERO,RURAL,INDÍGENA,NORTE
JAMBALO,219364000440,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,CENTRO DOCENTE RURAL MIXTO LA PALMA,RURAL,INDÍGENA,NORTE
JAMBALO,219364000458,KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE),CENTRO DOCENTE RURAL MIXTA ULLUCOS,RURAL,INDÍGENA,NORTE
JAMBALO,219364000458,KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE),ESCUELA COMUNITARIA ALTAMIRA BATEAS,RURAL,INDÍGENA,NORTE
JAMBALO,219364000458,KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE),CENTRO DOCENTE RURAL MIXTA EL TABLON,RURAL,INDÍGENA,NORTE
JAMBALO,219364000458,KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE),CENTRO DOCENTE RURAL MIXTO EL TRAPICHE LA MARIA,RURAL,INDÍGENA,NORTE
JAMBALO,219364000458,KWE´SE PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE),CENTRO DOCENTE GUAYOPE,RURAL,INDÍGENA,NORTE
LA SIERRA,219392000030,CENTRO EDUCATIVO EL TUNEL, EL TUNEL (sede principal),RURAL,MAYORITARIA,MACIZO
LA SIERRA,219392000048,CENTRO EDUCATIVO FRONTINO BAJO,FRONTINO ALTO (SEDE PRINCIPAL),RURAL,MAYORITARIA,MACIZO
LA SIERRA,219392000072,CENTRO EDUCATIVO LOS ARBOLES, LOS ARBOLES (sede principal),RURAL,MAYORITARIA,MACIZO
LA SIERRA,219392000072,CENTRO EDUCATIVO LOS ARBOLES,TARUCA,RURAL,AFRO,MACIZO
LA SIERRA,219392000072,CENTRO EDUCATIVO LOS ARBOLES,SANTA LUCIA,RURAL,AFRO,MACIZO
LA SIERRA,219392000102,INSTITUCION EDUCATIVA TECNICO AGROAMBIENTAL EL MORAL,ESCUELA RURAL MIXTA EL SALERO,RURAL,INDÍGENA,MACIZO
LA SIERRA,219392000102,INSTITUCION EDUCATIVA TECNICO AGROAMBIENTAL EL MORAL,ESCUELA RURAL MIXTA LOS ROBLES,RURAL,INDÍGENA,MACIZO
LA SIERRA,219392000200,CENTRO EDUCATIVO EL LAMEDERO, EL LAMEDERO (sede principal),RURAL,AFRO,MACIZO
LA SIERRA,219392000439,CENTRO EDUCATIVO EL PORVENIR, EL PORVENIR (sede principal),RURAL,MAYORITARIA,MACIZO
LA SIERRA,219392000978,INSTITUCION EDUCATIVA LA DEPRESION (ANTES CENTRO EDUCATIVO LA DEPRESION),LA DEPRESION,RURAL,AFRO,MACIZO
LA VEGA,219397000020,INSTITUCION EDUCATIVA SANTA JUANA DE ARCO,DOMINICAL,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397000062,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA, SANTA ROSA DE LIMA ARBELA (sede principal),RURAL,MAYORITARIA,MACIZO
LA VEGA,219397000399,INSTITUCION EDUCATIVA NUESTRA SENORA DE LA CANDELARIA,ESCUELA RURAL MIXTA JULIAN,RURAL,INDÍGENA,MACIZO
LA VEGA,219397000399,INSTITUCION EDUCATIVA NUESTRA SENORA DE LA CANDELARIA,ESCUELA RURAL MIXTA LA ZANJA,RURAL,INDÍGENA,MACIZO
LA VEGA,219397000461,INSTITUCION EDUCATIVA AGROPECUARIO SAN FRANCISCO JAVIER,GUAYABAL,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397000461,INSTITUCION EDUCATIVA AGROPECUARIO SAN FRANCISCO JAVIER,LA FLORIDA,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397000461,INSTITUCION EDUCATIVA AGROPECUARIO SAN FRANCISCO JAVIER,LA PINTADA,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397000461,INSTITUCION EDUCATIVA AGROPECUARIO SAN FRANCISCO JAVIER,GARAY,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397000551,INST EDUC BARBILLAS ANTES CENT DOC,CENTRO DOCENTE BARBILLAS,RURAL,INDÍGENA,MACIZO
LA VEGA,219397000887,C.E. YACHAY CHURIKUNA ,ESCUELA RURAL MIXTA SANTA BARBARA,RURAL,INDÍGENA,MACIZO
LA VEGA,219397000887,C.E. YACHAY CHURIKUNA ,E.R.M. EL PARAISO - SEDE PRINCIPAL,RURAL,INDÍGENA,MACIZO
LA VEGA,219397002022,INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA,CAMPO ALEGRE,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397002022,INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA,LA PLAYA,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397002022,INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA,VILLA MARIA,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397002022,INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA,EL PALMAR,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397002022,INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA,SANTA RITA,RURAL,MAYORITARIA,MACIZO
LA VEGA,219397092111,INSTITUCION EDUCATIVA AGROPECUARIO YANACONAS,ESCUELA RURAL MIXTA CAJIBIO,RURAL,INDÍGENA,MACIZO
LA VEGA,219397092111,INSTITUCION EDUCATIVA AGROPECUARIO YANACONAS,ESCUELA RURAL MIXTA EL ARADO,RURAL,INDÍGENA,MACIZO
LA VEGA,219397092111,INSTITUCION EDUCATIVA AGROPECUARIO YANACONAS,ESCUELA RURAL MIXTA RIO NEGRO,RURAL,INDÍGENA,MACIZO
